date,content,tweets-cleaned,tweets-norm,stopwords-remove,stemmed_tweets,tokenized_content,tokenized_without_stemmed,label-fix
2022-09-13 11:38:51,"biskita sedang berpihak kepadaku, abis turun dari angkot langsung muncul biskita",biskita sedang berpihak kepadaku abis turun dari angkot langsung muncul biskita,biskita sedang berpihak kepadaku habis turun dari angkot langsung muncul biskita,biskita berpihak kepadaku habis turun angkot langsung muncul biskita,biskita pihak kepada habis turun angkot langsung muncul biskita,"['biskita', 'pihak', 'kepada', 'habis', 'turun', 'angkot', 'langsung', 'muncul', 'biskita']","['biskita', 'berpihak', 'kepadaku', 'habis', 'turun', 'angkot', 'langsung', 'muncul', 'biskita']",Positif
2022-09-13 11:30:00,"Pria Memfoto Diam-diam Paha dan Kaki Penumpang Perempuan Biskita Transpakuan Bogor
https://t.co/a6kEwAtEtw","pria memfoto diam diam paha dan kaki penumpang perempuan biskita transpakuan bogor
",pria memfoto diam diam paha dan kaki penumpang perempuan biskita transpakuan bogor,pria memfoto diam diam paha kaki penumpang perempuan biskita transpakuan bogor,pria foto diam diam paha kaki tumpang perempuan biskita transpakuan bogor,"['pria', 'foto', 'diam', 'diam', 'paha', 'kaki', 'tumpang', 'perempuan', 'biskita', 'transpakuan', 'bogor']","['pria', 'memfoto', 'diam', 'diam', 'paha', 'kaki', 'penumpang', 'perempuan', 'biskita', 'transpakuan', 'bogor']",Netral
2022-09-13 11:11:46,"Bayar Bus Trans Pakuan Pakai Gopay Dapat Cashback 50 Persen, Cek di Sini Untuk Info Lengkapnya https://t.co/HU7BmmnUci",bayar bus trans pakuan pakai gopay dapat cashback persen cek di sini untuk info lengkapnya,bayar bus trans pakuan pakai gopay dapat cashback persen cek di sini untuk info lengkapnya,bayar bus trans pakuan pakai gopay cashback persen cek info lengkapnya,bayar bus trans paku pakai gopay cashback persen cek info lengkap,"['bayar', 'bus', 'trans', 'paku', 'pakai', 'gopay', 'cashback', 'persen', 'cek', 'info', 'lengkap']","['bayar', 'bus', 'trans', 'pakuan', 'pakai', 'gopay', 'cashback', 'persen', 'cek', 'info', 'lengkapnya']",Netral
2022-09-13 10:48:12,"Si kupret kampret bikin gua takut naik biskita lagi🤬😔
Gua sering naik biskita, semoga Allah melindungi yang naik biskita dari orang² biadab model begini","si kupret kampret bikin gua takut naik biskita lagi 
gua sering naik biskita semoga allah melindungi yang naik biskita dari orang biadab model begini",sih kupret kampret bikin aku takut naik biskita lagi aku sering naik biskita semoga allah melindungi yang naik biskita dari orang biadab model begini,sih kupret kampret bikin takut naik biskita naik biskita semoga allah melindungi naik biskita orang biadab model begini,sih kupret kampret bikin takut naik biskita naik biskita moga allah lindung naik biskita orang biadab model begini,"['sih', 'kupret', 'kampret', 'bikin', 'takut', 'naik', 'biskita', 'naik', 'biskita', 'moga', 'allah', 'lindung', 'naik', 'biskita', 'orang', 'biadab', 'model', 'begini']","['sih', 'kupret', 'kampret', 'bikin', 'takut', 'naik', 'biskita', 'naik', 'biskita', 'semoga', 'allah', 'melindungi', 'naik', 'biskita', 'orang', 'biadab', 'model', 'begini']",Positif
2022-09-13 10:39:02,pelecehan seksual terjadi di moda transportasi biskita https://t.co/evdKzEB66F,pelecehan seksual terjadi di moda transportasi biskita,pelecehan seksual terjadi di moda transportasi biskita,pelecehan seksual moda transportasi biskita,leceh seksual moda transportasi biskita,"['leceh', 'seksual', 'moda', 'transportasi', 'biskita']","['pelecehan', 'seksual', 'moda', 'transportasi', 'biskita']",Negatif
2022-09-13 09:30:52,@ruinedmyownlife Lain nyaman nya tu biskita 🤣,lain nyaman nya tu biskita,lain nyaman nya itu biskita,nyaman nya biskita,nyaman nya biskita,"['nyaman', 'nya', 'biskita']","['nyaman', 'nya', 'biskita']",Positif
2022-09-13 09:25:20,@not2lf1 Lagi nyaman mun bedangani biskita eh,lagi nyaman mun bedangani biskita eh,lagi nyaman mun bedangani biskita eh,nyaman mun bedangani biskita eh,nyaman mun bedangani biskita eh,"['nyaman', 'mun', 'bedangani', 'biskita', 'eh']","['nyaman', 'mun', 'bedangani', 'biskita', 'eh']",Spam/Hapus
2022-09-13 09:17:52,oke gua memutuskan untuk strolling around bogor w/ biskita,oke gua memutuskan untuk strolling around bogor w biskita,oke aku memutuskan untuk strolling around bogor gue biskita,oke memutuskan strolling around bogor gue biskita,oke putus strolling around bogor gue biskita,"['oke', 'putus', 'strolling', 'around', 'bogor', 'gue', 'biskita']","['oke', 'memutuskan', 'strolling', 'around', 'bogor', 'gue', 'biskita']",Positif
2022-09-13 09:09:30,sekarang gua lg di halte biskita mikirin tujuan gua mau kemana🥲,sekarang gua lg di halte biskita mikirin tujuan gua mau kemana,sekarang aku lagi di halte biskita memikirkan tujuan aku mau kemana,sekarang halte biskita memikirkan tujuan mau kemana,sekarang halte biskita pikir tuju mau mana,"['sekarang', 'halte', 'biskita', 'pikir', 'tuju', 'mau', 'mana']","['sekarang', 'halte', 'biskita', 'memikirkan', 'tujuan', 'mau', 'kemana']",Positif
2022-09-13 09:09:14,"@tanyakanrl naik angkot jurusan botani -&gt; terus naik trans pakuan jurusan bellanova -&gt; naik grab dari bellanova, soalnya gak ada kendaraan umum nder kecuali naik bis yg dari jakarta deh turunnya langsung deket jungleland",naik angkot jurusan botani terus naik transpakuan jurusan bellanova naik grab dari bellanova soalnya gak ada kendaraan umum nder kecuali naik bis yg dari jakarta deh turunnya langsung deket jungleland,naik angkot jurusan botani terus naik transpakuan jurusan bellanova naik grab dari bellanova soalnya enggak ada kendaraan umum nder kecuali naik bis yang dari jakarta deh turunnya langsung dekat jungleland,naik angkot jurusan botani naik transpakuan jurusan bellanova naik grab bellanova kendaraan nder kecuali naik bis jakarta deh turunnya langsung jungleland,naik angkot jurus botani naik transpakuan jurus bellanova naik grab bellanova kendara nder kecuali naik bis jakarta deh turun langsung jungleland,"['naik', 'angkot', 'jurus', 'botani', 'naik', 'transpakuan', 'jurus', 'bellanova', 'naik', 'grab', 'bellanova', 'kendara', 'nder', 'kecuali', 'naik', 'bis', 'jakarta', 'deh', 'turun', 'langsung', 'jungleland']","['naik', 'angkot', 'jurusan', 'botani', 'naik', 'transpakuan', 'jurusan', 'bellanova', 'naik', 'grab', 'bellanova', 'kendaraan', 'nder', 'kecuali', 'naik', 'bis', 'jakarta', 'deh', 'turunnya', 'langsung', 'jungleland']",Positif
2022-09-13 04:40:44,@OO9695 Ga deket2 amat tapi kita bisa pake gocar atau biskita ke situ,ga deket amat tapi kita bisa pake gocar atau biskita ke situ,enggak dekat amat tapi kita bisa pakai gocar atau biskita ke situ,amat bisa pakai gocar biskita situ,amat bisa pakai gocar biskita situ,"['amat', 'bisa', 'pakai', 'gocar', 'biskita', 'situ']","['amat', 'bisa', 'pakai', 'gocar', 'biskita', 'situ']",Netral
2022-09-13 04:01:12,"@mirazh_me @kemenhub151 Hehehe … Solo Istimewa … 

Trans Pakuan kalau ndak salah masih gratis di awal 2022 ..
Macam Trans Sarbagita cuma gratis 3 bln kalau gak salah.","hehehe solo istimewa 

trans pakuan kalau ndak salah masih gratis di awal 
macam trans sarbagita cuma gratis bln kalau gak salah",hehehe solo istimewa trans pakuan kalau indak salah masih gratis di awal macam trans sarbagita cuma gratis bulan kalau enggak salah,hehehe solo istimewa trans pakuan indak salah gratis trans sarbagita gratis salah,hehehe solo istimewa trans paku indak salah gratis trans sarbagita gratis salah,"['hehehe', 'solo', 'istimewa', 'trans', 'paku', 'indak', 'salah', 'gratis', 'trans', 'sarbagita', 'gratis', 'salah']","['hehehe', 'solo', 'istimewa', 'trans', 'pakuan', 'indak', 'salah', 'gratis', 'trans', 'sarbagita', 'gratis', 'salah']",Netral
2022-09-12 16:42:15,"@SUNDA_FESS Gaskeun

Btw, boleh bantu isi kuesioner?
Kriterianya:
1. Warga bogor
2. Follow tw txtdaribogor
3. Pernah naik dan instal aplikasi biskita
Kalo ada boleh reply ya, nanti dikirim linknya. Ada reward bgi yg beruntung. Makasih 💫✨","gaskeun

btw boleh bantu isi kuesioner 
kriterianya 
 warga bogor
 follow tw txtdaribogor
 pernah naik dan instal aplikasi biskita
kalo ada boleh reply ya nanti dikirim linknya ada reward bgi yg beruntung makasih",gaskeun btw boleh bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor pernah naik dan instal aplikasi biskita kalo ada boleh reply ya nanti dikirim linknya ada reward bagi yang beruntung terimakasih,gaskeun btw bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya dikirim linknya reward beruntung terimakasih,gaskeun btw bantu isi kuesioner kriteria warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya kirim linknya reward untung terimakasih,"['gaskeun', 'btw', 'bantu', 'isi', 'kuesioner', 'kriteria', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'kirim', 'linknya', 'reward', 'untung', 'terimakasih']","['gaskeun', 'btw', 'bantu', 'isi', 'kuesioner', 'kriterianya', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'dikirim', 'linknya', 'reward', 'beruntung', 'terimakasih']",Spam/Hapus
2022-09-12 16:41:25,"@collegemenfess Bisa dong, semangat!!!

Btw, boleh bantu isi kuesioner?
Kriterianya:
1. Warga bogor
2. Follow tw txtdaribogor
3. Pernah naik dan instal aplikasi biskita
Kalo ada boleh reply ya, nanti dikirim linknya. Ada reward bgi yg beruntung. Makasih 💫✨","bisa dong semangat 

btw boleh bantu isi kuesioner 
kriterianya 
 warga bogor
 follow tw txtdaribogor
 pernah naik dan instal aplikasi biskita
kalo ada boleh reply ya nanti dikirim linknya ada reward bgi yg beruntung makasih",bisa dong semangat btw boleh bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor pernah naik dan instal aplikasi biskita kalo ada boleh reply ya nanti dikirim linknya ada reward bagi yang beruntung terimakasih,bisa semangat btw bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya dikirim linknya reward beruntung terimakasih,bisa semangat btw bantu isi kuesioner kriteria warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya kirim linknya reward untung terimakasih,"['bisa', 'semangat', 'btw', 'bantu', 'isi', 'kuesioner', 'kriteria', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'kirim', 'linknya', 'reward', 'untung', 'terimakasih']","['bisa', 'semangat', 'btw', 'bantu', 'isi', 'kuesioner', 'kriterianya', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'dikirim', 'linknya', 'reward', 'beruntung', 'terimakasih']",Spam/Hapus
2022-09-12 16:39:12,"@collegemenfess Yok yg semester akhir semangat!!

Btw, boleh bantu isi kuesioner?
Kriterianya:
1. Warga bogor
2. Follow tw txtdaribogor
3. Pernah naik dan instal aplikasi biskita
Kalo ada boleh reply ya, nanti dikirim linknya. Ada reward bgi yg beruntung. Makasih 💫✨","yok yg semester akhir semangat 

btw boleh bantu isi kuesioner 
kriterianya 
 warga bogor
 follow tw txtdaribogor
 pernah naik dan instal aplikasi biskita
kalo ada boleh reply ya nanti dikirim linknya ada reward bgi yg beruntung makasih",yuk yang semester akhir semangat btw boleh bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor pernah naik dan instal aplikasi biskita kalo ada boleh reply ya nanti dikirim linknya ada reward bagi yang beruntung terimakasih,yuk semester semangat btw bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya dikirim linknya reward beruntung terimakasih,yuk semester semangat btw bantu isi kuesioner kriteria warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya kirim linknya reward untung terimakasih,"['yuk', 'semester', 'semangat', 'btw', 'bantu', 'isi', 'kuesioner', 'kriteria', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'kirim', 'linknya', 'reward', 'untung', 'terimakasih']","['yuk', 'semester', 'semangat', 'btw', 'bantu', 'isi', 'kuesioner', 'kriterianya', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'dikirim', 'linknya', 'reward', 'beruntung', 'terimakasih']",Spam/Hapus
2022-09-12 16:04:58,"@bogorfess_ Btw, boleh bantu isi kuesioner?
Kriterianya:
1. Warga bogor
2. Follow tw txtdaribogor
3. Pernah naik dan instal aplikasi biskita
Kalo ada boleh reply ya, nanti dikirim linknya. Ada reward bgi yg beruntung. Makasih 💫✨","btw boleh bantu isi kuesioner 
kriterianya 
 warga bogor
 follow tw txtdaribogor
 pernah naik dan instal aplikasi biskita
kalo ada boleh reply ya nanti dikirim linknya ada reward bgi yg beruntung makasih",btw boleh bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor pernah naik dan instal aplikasi biskita kalo ada boleh reply ya nanti dikirim linknya ada reward bagi yang beruntung terimakasih,btw bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya dikirim linknya reward beruntung terimakasih,btw bantu isi kuesioner kriteria warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya kirim linknya reward untung terimakasih,"['btw', 'bantu', 'isi', 'kuesioner', 'kriteria', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'kirim', 'linknya', 'reward', 'untung', 'terimakasih']","['btw', 'bantu', 'isi', 'kuesioner', 'kriterianya', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'dikirim', 'linknya', 'reward', 'beruntung', 'terimakasih']",Spam/Hapus
2022-09-12 16:04:39,"@bogorfess_ Saat ini sih penting, karena di Bogor pengelolaan transportasi publik belum begitu baik. Walau skrng sudah ada Biskita, patut diacungi jempol . Tinggal nunggu lrt + tram Bogor 👍",saat ini sih penting karena di bogor pengelolaan transportasi publik belum begitu baik walau skrng sudah ada biskita patut diacungi jempol tinggal nunggu lrt tram bogor,saat ini sih penting karena di bogor pengelolaan transportasi publik belum begitu baik walau sekarang sudah ada biskita patut diacungi jempol tinggal menunggu lrt tram bogor,sih bogor pengelolaan transportasi publik belum sekarang biskita patut diacungi jempol tinggal menunggu lrt tram bogor,sih bogor kelola transportasi publik belum sekarang biskita patut acung jempol tinggal tunggu lrt tram bogor,"['sih', 'bogor', 'kelola', 'transportasi', 'publik', 'belum', 'sekarang', 'biskita', 'patut', 'acung', 'jempol', 'tinggal', 'tunggu', 'lrt', 'tram', 'bogor']","['sih', 'bogor', 'pengelolaan', 'transportasi', 'publik', 'belum', 'sekarang', 'biskita', 'patut', 'diacungi', 'jempol', 'tinggal', 'menunggu', 'lrt', 'tram', 'bogor']",Positif
2022-09-12 15:52:33,"@bogorfess_ Naik bis transpakuan tujuan Belanova di cidangiang (samping botani)

Btw, boleh bantu isi kuesioner?
Kriterianya:
1. Warga bogor
2. Follow tw txtdaribogor
3. Pernah naik dan instal aplikasi biskita
Klo ad boleh reply ya, nanti dikrim linknya. Ada reward bgi yg beruntg. Mksih 💫✨","naik bis transpakuan tujuan belanova di cidangiang samping botani 

btw boleh bantu isi kuesioner 
kriterianya 
 warga bogor
 follow tw txtdaribogor
 pernah naik dan instal aplikasi biskita
klo ad boleh reply ya nanti dikrim linknya ada reward bgi yg beruntg mksih",naik bis transpakuan tujuan belanova di cidangiang samping botani btw boleh bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor pernah naik dan instal aplikasi biskita kalo ada boleh reply ya nanti dikrim linknya ada reward bagi yang beruntg terimakasih,naik bis transpakuan tujuan belanova cidangiang samping botani btw bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya dikrim linknya reward beruntg terimakasih,naik bis transpakuan tuju belanova cidangiang samping botani btw bantu isi kuesioner kriteria warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya krim linknya reward beruntg terimakasih,"['naik', 'bis', 'transpakuan', 'tuju', 'belanova', 'cidangiang', 'samping', 'botani', 'btw', 'bantu', 'isi', 'kuesioner', 'kriteria', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'krim', 'linknya', 'reward', 'beruntg', 'terimakasih']","['naik', 'bis', 'transpakuan', 'tujuan', 'belanova', 'cidangiang', 'samping', 'botani', 'btw', 'bantu', 'isi', 'kuesioner', 'kriterianya', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'dikrim', 'linknya', 'reward', 'beruntg', 'terimakasih']",Spam/Hapus
2022-09-12 15:48:20,"@bogorfess_ Banjir, macet wkwkw canda nder. Roti venus, Asinan Bogor

Btw, boleh bantu isi kuesioner?
Kriterianya:
1. Warga bogor
2. Follow tw txtdaribogor
3. Pernah naik dan instal aplikasi biskita
Kalo ada boleh reply ya, nanti dikirim linknya. Ada reward bagi yg beruntung. Makasih 💫✨","banjir macet wkwkw canda nder roti venus asinan bogor

btw boleh bantu isi kuesioner 
kriterianya 
 warga bogor
 follow tw txtdaribogor
 pernah naik dan instal aplikasi biskita
kalo ada boleh reply ya nanti dikirim linknya ada reward bagi yg beruntung makasih",banjir macet wkwkw canda nder roti venus asinan bogor btw boleh bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor pernah naik dan instal aplikasi biskita kalo ada boleh reply ya nanti dikirim linknya ada reward bagi yang beruntung terimakasih,banjir macet wkwkw canda nder roti venus asinan bogor btw bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya dikirim linknya reward beruntung terimakasih,banjir macet wkwkw canda nder roti venus asin bogor btw bantu isi kuesioner kriteria warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya kirim linknya reward untung terimakasih,"['banjir', 'macet', 'wkwkw', 'canda', 'nder', 'roti', 'venus', 'asin', 'bogor', 'btw', 'bantu', 'isi', 'kuesioner', 'kriteria', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'kirim', 'linknya', 'reward', 'untung', 'terimakasih']","['banjir', 'macet', 'wkwkw', 'canda', 'nder', 'roti', 'venus', 'asinan', 'bogor', 'btw', 'bantu', 'isi', 'kuesioner', 'kriterianya', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'dikirim', 'linknya', 'reward', 'beruntung', 'terimakasih']",Spam/Hapus
2022-09-12 15:43:57,"@txtdaribogor Ho'oh tenan

Btw, boleh bantu isi kuesioner?
Kriterianya:
1. Warga bogor
2. Follow tw txtdaribogor
3. Pernah naik dan instal aplikasi biskita
Kalo ada boleh reply ya, nanti dikirim linknya. Ada reward bgi yg beruntung. Makasih 💫✨","ho oh tenan

btw boleh bantu isi kuesioner 
kriterianya 
 warga bogor
 follow tw txtdaribogor
 pernah naik dan instal aplikasi biskita
kalo ada boleh reply ya nanti dikirim linknya ada reward bgi yg beruntung makasih",ho oh tenan btw boleh bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor pernah naik dan instal aplikasi biskita kalo ada boleh reply ya nanti dikirim linknya ada reward bagi yang beruntung terimakasih,ho oh tenan btw bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya dikirim linknya reward beruntung terimakasih,ho oh tenan btw bantu isi kuesioner kriteria warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya kirim linknya reward untung terimakasih,"['ho', 'oh', 'tenan', 'btw', 'bantu', 'isi', 'kuesioner', 'kriteria', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'kirim', 'linknya', 'reward', 'untung', 'terimakasih']","['ho', 'oh', 'tenan', 'btw', 'bantu', 'isi', 'kuesioner', 'kriterianya', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'dikirim', 'linknya', 'reward', 'beruntung', 'terimakasih']",Spam/Hapus
2022-09-12 15:41:18,"@txtdaribogor Lancar

Btw, boleh bantu isi kuesioner?
Kriterianya:
1. Warga bogor
2. Follow tw txtdaribogor
3. Pernah naik dan instal aplikasi biskita
Kalo ada boleh reply ya, nanti dikirim linknya. Ada reward bgi yg beruntung. Makasih 💫✨","lancar

btw boleh bantu isi kuesioner 
kriterianya 
 warga bogor
 follow tw txtdaribogor
 pernah naik dan instal aplikasi biskita
kalo ada boleh reply ya nanti dikirim linknya ada reward bgi yg beruntung makasih",lancar btw boleh bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor pernah naik dan instal aplikasi biskita kalo ada boleh reply ya nanti dikirim linknya ada reward bagi yang beruntung terimakasih,lancar btw bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya dikirim linknya reward beruntung terimakasih,lancar btw bantu isi kuesioner kriteria warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya kirim linknya reward untung terimakasih,"['lancar', 'btw', 'bantu', 'isi', 'kuesioner', 'kriteria', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'kirim', 'linknya', 'reward', 'untung', 'terimakasih']","['lancar', 'btw', 'bantu', 'isi', 'kuesioner', 'kriterianya', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'dikirim', 'linknya', 'reward', 'beruntung', 'terimakasih']",Spam/Hapus
2022-09-12 15:39:56,"@txtdaribogor ""Jalur macet""

Btw, boleh bantu isi kuesioner?
Kriterianya:
1. Warga bogor
2. Follow tw txtdaribogor
3. Pernah naik dan instal aplikasi biskita
Kalo ada boleh reply ya, nanti dikirim linknya. Ada reward bgi yg beruntung. Makasih 💫✨","jalur macet 

btw boleh bantu isi kuesioner 
kriterianya 
 warga bogor
 follow tw txtdaribogor
 pernah naik dan instal aplikasi biskita
kalo ada boleh reply ya nanti dikirim linknya ada reward bgi yg beruntung makasih",jalur macet btw boleh bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor pernah naik dan instal aplikasi biskita kalo ada boleh reply ya nanti dikirim linknya ada reward bagi yang beruntung terimakasih,jalur macet btw bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya dikirim linknya reward beruntung terimakasih,jalur macet btw bantu isi kuesioner kriteria warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya kirim linknya reward untung terimakasih,"['jalur', 'macet', 'btw', 'bantu', 'isi', 'kuesioner', 'kriteria', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'kirim', 'linknya', 'reward', 'untung', 'terimakasih']","['jalur', 'macet', 'btw', 'bantu', 'isi', 'kuesioner', 'kriterianya', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'dikirim', 'linknya', 'reward', 'beruntung', 'terimakasih']",Spam/Hapus
2022-09-12 15:37:03,"@txtdaribogor RB paling banyak di Pasar Bogor si

Btw, boleh bantu isi kuesioner?
Kriterianya:
1. Warga bogor
2. Follow tw txtdaribogor
3. Pernah naik dan instal aplikasi biskita
Kalo ada boleh reply ya, nanti dikirim linknya. Ada reward bgi yg beruntung. Makasih 💫✨","rb paling banyak di pasar bogor si

btw boleh bantu isi kuesioner 
kriterianya 
 warga bogor
 follow tw txtdaribogor
 pernah naik dan instal aplikasi biskita
kalo ada boleh reply ya nanti dikirim linknya ada reward bgi yg beruntung makasih",ribu paling banyak di pasar bogor sih btw boleh bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor pernah naik dan instal aplikasi biskita kalo ada boleh reply ya nanti dikirim linknya ada reward bagi yang beruntung terimakasih,ribu pasar bogor sih btw bantu isi kuesioner kriterianya warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya dikirim linknya reward beruntung terimakasih,ribu pasar bogor sih btw bantu isi kuesioner kriteria warga bogor follow tau txtdaribogor naik instal aplikasi biskita kalo reply ya kirim linknya reward untung terimakasih,"['ribu', 'pasar', 'bogor', 'sih', 'btw', 'bantu', 'isi', 'kuesioner', 'kriteria', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'kirim', 'linknya', 'reward', 'untung', 'terimakasih']","['ribu', 'pasar', 'bogor', 'sih', 'btw', 'bantu', 'isi', 'kuesioner', 'kriterianya', 'warga', 'bogor', 'follow', 'tau', 'txtdaribogor', 'naik', 'instal', 'aplikasi', 'biskita', 'kalo', 'reply', 'ya', 'dikirim', 'linknya', 'reward', 'beruntung', 'terimakasih']",Spam/Hapus
2022-09-12 15:25:28,@bogorfess_ Ke cidangiang dl. Naik transpakuan bogor sentul. Itu bs turun depannya nanti,ke cidangiang dl naik transpakuan bogor sentul itu bs turun depannya nanti,ke cidangiang dulu naik transpakuan bogor sentul itu bisa turun depannya nanti,cidangiang naik transpakuan bogor sentul bisa turun depannya,cidangiang naik transpakuan bogor sentul bisa turun depan,"['cidangiang', 'naik', 'transpakuan', 'bogor', 'sentul', 'bisa', 'turun', 'depan']","['cidangiang', 'naik', 'transpakuan', 'bogor', 'sentul', 'bisa', 'turun', 'depannya']",Netral
2022-09-12 11:27:08,@tanyakanrl Transpakuan udah g ada der... Sekarang bis kita,transpakuan udah g ada der sekarang bis kita,transpakuan sudah enggak ada der sekarang bis kita,transpakuan der sekarang bis,transpakuan der sekarang bis,"['transpakuan', 'der', 'sekarang', 'bis']","['transpakuan', 'der', 'sekarang', 'bis']",Spam/Hapus
2022-09-12 10:58:05,semoga lancar biar keburu naik biskita soalnya gojek naik shay,semoga lancar biar keburu naik biskita soalnya gojek naik shay,semoga lancar biar keburu naik biskita soalnya gojek naik say,semoga lancar biar keburu naik biskita gojek naik say,moga lancar biar keburu naik biskita gojek naik say,"['moga', 'lancar', 'biar', 'keburu', 'naik', 'biskita', 'gojek', 'naik', 'say']","['semoga', 'lancar', 'biar', 'keburu', 'naik', 'biskita', 'gojek', 'naik', 'say']",Positif
2022-09-12 10:16:38,"Masalahnya kemaren aja gua bela belain ga makan cilor gua di biskita anjg, lah ini mbak mbak malah makan bakso su.",masalahnya kemaren aja gua bela belain ga makan cilor gua di biskita anjg lah ini mbak mbak malah makan bakso su,masalahnya kemarin saja aku bela membela enggak makan cilor aku di biskita anjing lah ini mbak mbak malah makan bakso su,kemarin bela membela makan cilor biskita anjing mbak mbak makan bakso su,kemarin bela bela makan cilor biskita anjing mbak mbak makan bakso su,"['kemarin', 'bela', 'bela', 'makan', 'cilor', 'biskita', 'anjing', 'mbak', 'mbak', 'makan', 'bakso', 'su']","['kemarin', 'bela', 'membela', 'makan', 'cilor', 'biskita', 'anjing', 'mbak', 'mbak', 'makan', 'bakso', 'su']",Negatif
